105,Jose,Hill,jhill2w@twitpic.com,JES,Lev,26.51667,43.53333,6,72,9
106,Anthony,Cunningham,acunningham2x@nyu.edu,xas,Baht,100.20195,8.35109,77,69,27
107,Thomas,George,tgeorge2y@ow.ly,MkU,Hryvnia,29.52626,50.28449,34,3,1
108,Elizabeth,Ortiz,eortiz2z@nyu.edu,xSU,Pula,21.83333,-24.16667,44,67,39
109,Cynthia,Oliver,coliver30@weibo.com,epu,Euro,26.53333,59.48333,37,84,32
110,James,Cruz,jcruz31@fotki.com,dAZ,Dollar,-82.8001,27.9654,49,1,45
111,Brandon,Welch,bwelch32@marriott.com,pxS,Rupee,70.73639,33.42444,55,40,83
112,Richard,Robinson,rrobinson33@shareasale.com,wFq,Yuan Renminbi,119.43908,31.32593,79,13,68
113,Gregory,Patterson,gpatterson34@altervista.org,noc,Euro,9.8224,44.1208,12,71,1
114,Philip,Banks,pbanks35@blogspot.com,iEw,Afghani,66.45921,36.82091,73,12,35
115,Frank,Grant,fgrant36@omniture.com,TBX,Rand,31.21439,-29.53897,77,58,89
116,Scott,Day,sday37@state.tx.us,WwO,Yuan Renminbi,105.89463,29.61475,54,76,45
117,Jonathan,Baker,jbaker38@independent.co.uk,HLy,Euro,-0.55,47.4667,17,53,22
118,Lawrence,Tucker,ltucker39@guardian.co.uk,qOU,Sol,-80.94167,-3.94667,76,16,60
119,George,Lawrence,glawrence3a@goo.ne.jp,Sgi,Yuan Renminbi,113.25886,32.80384,42,61,59
120,Antonio,Gomez,agomez3b@narod.ru,mTa,Yuan Renminbi,114.35629,29.9322,10,4,56
121,Anna,Roberts,aroberts3c@ameblo.jp,VQv,Dollar,175.3,-40.46667,73,67,77
122,Donna,Day,dday3d@drupal.org,opE,Dollar,138.5986,-34.9287,99,41,31
123,Gerald,Perkins,gperkins3e@bluehost.com,RMV,Euro,27.85637,36.22688,24,78,27
124,Pamela,Berry,pberry3f@addtoany.com,kHh,Yuan Renminbi,111.18684,22.68884,47,78,50
125,Stephen,Ferguson,sferguson3g@umich.edu,xjL,Dollar,174.87986,-36.99282,12,43,72
126,Nicole,Medina,nmedina3h@imdb.com,RzU,Forint,20.027,46.318,5,29,98
127,Billy,Cook,bcook3i@ebay.co.uk,IQt,Baht,100.07914,15.85053,86,86,86
128,Christina,Sanchez,csanchez3j@buzzfeed.com,ezk,Dollar,-73.4294,45.82318,42,2,85
129,Martin,Bowman,mbowman3k@ft.com,zZb,Shilling,29.68497,-1.28538,96,78,39
130,Todd,Fernandez,tfernandez3l@mapquest.com,HOr,Euro,7.0472,43.6223,6,1,4
131,Paula,Campbell,pcampbell3m@joomla.org,UBR,Dirham,-7.39224,31.4447,56,52,51
132,Matthew,Powell,mpowell3n@digg.com,cWu,Yuan Renminbi,115.19035,28.13042,15,10,47
133,Aaron,Simmons,asimmons3o@washingtonpost.com,Chm,Peso,-103.2886,20.5269,58,76,96
134,Gerald,Gibson,ggibson3p@newyorker.com,QsF,Euro,,,71,89,4
135,Gloria,Snyder,gsnyder3q@macromedia.com,Trb,Yuan Renminbi,117.34716,26.33441,27,8,42
136,Maria,Fields,mfields3r@nyu.edu,ujs,Zloty,18.65067,50.21971,26,38,98
137,Tina,Patterson,tpatterson3s@nationalgeographic.com,EYJ,Peso,122.53222,8.04611,25,5,66
138,Dorothy,Garcia,dgarcia3t@uol.com.br,Tat,Yuan Renminbi,89.43739,29.07055,98,48,2
139,Gloria,Perry,gperry3u@harvard.edu,IaH,Rupiah,134.9696,-3.9389,28,60,21
140,Irene,Stephens,istephens3v@answers.com,dsc,Rupiah,108.0766,-7.716,62,74,82
141,Joshua,Adams,jadams3w@hud.gov,JyZ,Yuan Renminbi,113.35972,25.19444,9,92,64
142,Brenda,Sims,bsims3x@wp.com,zwj,Real,-72.67756,-7.62759,62,79,85
143,Steven,Clark,sclark3y@bravesites.com,aQm,Litas,23.84462,54.81998,90,13,15
144,Kevin,Lee,klee3z@ustream.tv,hkZ,Hryvnia,26.26231,48.43161,69,39,80
145,Roger,Hughes,rhughes40@msu.edu,IpL,Dollar,-74.2131,40.7107,83,59,11
146,Gloria,Gilbert,ggilbert41@canalblog.com,KeP,Yen,140.31667,35.51667,26,80,60
147,Margaret,Smith,msmith42@businessinsider.com,CUs,Ruble,142.16215,50.89926,38,94,53
148,Billy,Davis,bdavis43@bbb.org,QPg,Yuan Renminbi,112.55979,23.62306,3,17,5
149,Jeremy,Kennedy,jkennedy44@prlog.org,exR,Euro,-8.1833,39.7667,61,70,20
150,Fred,Reynolds,freynolds45@examiner.com,OaS,Rupiah,124.6549,-9.8392,23,70,25
151,Lois,Austin,laustin46@wisc.edu,UkL,Yuan Renminbi,117.87361,25.13444,15,60,39
152,Carolyn,Mills,cmills47@hao123.com,Beb,Yuan Renminbi,120.46236,30.23344,16,75,47
153,Martha,Woods,mwoods48@about.com,Trw,Dinar,20.27815,45.84227,62,10,31
154,Albert,Little,alittle49@seesaa.net,JAl,Zloty,19.02763,51.50677,85,79,99
155,Clarence,Little,clittle4a@cbc.ca,XIg,Yuan Renminbi,119.88111,34.22056,10,45,42
156,Ruth,Bell,rbell4b@fema.gov,AvF,Yuan Renminbi,106.97452,32.33646,24,45,50
157,Willie,Davis,wdavis4c@uiuc.edu,pnU,Real,-38.53583,-10.83444,42,80,16
158,Kimberly,Larson,klarson4d@salon.com,vel,Ruble,32.44067,54.40685,6,51,24
159,Harold,Lane,hlane4e@howstuffworks.com,ZbI,Euro,-8.8167,41.6333,61,57,42
160,Kenneth,Edwards,kedwards4f@cdbaby.com,oni,Ruble,29.94753,60.15612,95,9,97
161,Russell,Lawson,rlawson4g@cam.ac.uk,XHi,Yuan Renminbi,113.88676,29.30306,86,86,4
162,Tammy,Arnold,tarnold4h@huffingtonpost.com,JSc,Euro,-8.7667,38.1,67,90,33
163,Jerry,Campbell,jcampbell4i@ocn.ne.jp,qbD,Dong,108.07642,11.58153,23,98,19
164,Nicholas,Nichols,nnichols4j@list-manage.com,pPQ,Euro,-9.4,39.0833,63,5,32
165,Keith,Carroll,kcarroll4k@dailymail.co.uk,QxB,Peso,120.0091,5.0192,76,71,3
166,Anne,Lane,alane4l@theguardian.com,GEI,Yuan Renminbi,121.59184,29.7744,68,40,31
167,Todd,Brown,tbrown4m@github.com,YEu,Yuan Renminbi,111.19919,30.22109,55,43,49
168,Harry,Richards,hrichards4n@ow.ly,DZh,Euro,-8.3917,40.1458,99,4,6
169,Joshua,Taylor,jtaylor4o@flickr.com,MXw,Yen,139.74424,35.98122,42,47,5
170,Joseph,Fox,jfox4p@techcrunch.com,YQf,Peso,122.5369,9.9818,64,51,73
171,Diane,Hill,dhill4q@dell.com,KCm,Rupiah,105.91149,-6.72938,42,41,40
172,Douglas,Roberts,droberts4r@cnbc.com,MgR,Yuan Renminbi,120.65191,28.3952,50,9,81
173,Robin,Brooks,rbrooks4s@examiner.com,IwU,Sol,-77.605,-11.10667,52,8,81
174,Joe,Miller,jmiller4t@hhs.gov,xza,Ruble,40.12056,59.46167,12,40,13
175,Norma,Cook,ncook4u@phoca.cz,sAI,Euro,-8.2449,40.2434,16,85,74
176,Jesse,Gibson,jgibson4v@icq.com,nKp,Ariary,50.21667,-14.75,22,44,67
177,Sarah,King,sking4w@geocities.com,Mxp,Franc,14.7,6.83333,92,54,44
178,Scott,Bailey,sbailey4x@hostgator.com,oFs,Dollar,-112.65185,49.44998,64,71,62
179,Earl,Morales,emorales4y@amazonaws.com,RLj,Krone,12.5346,55.6794,9,87,14
180,Alice,Rodriguez,arodriguez4z@squarespace.com,aOc,Real,-39.28444,-14.59306,54,23,50
181,Jerry,Davis,jdavis50@cisco.com,SQI,Yuan Renminbi,112.92987,32.2455,63,53,89
182,Patrick,Foster,pfoster51@bloglovin.com,Rja,Peso,-69.9,18.46667,69,62,22
183,Joan,Hughes,jhughes52@bbb.org,VIg,Yuan Renminbi,118.6421,30.15667,7,44,62
184,Jessica,Gordon,jgordon53@g.co,nwk,Zloty,18.38408,54.47123,36,72,65
185,Katherine,Howard,khoward54@microsoft.com,MjY,Yuan Renminbi,120.20974,32.8047,45,26,76
186,Paul,Jordan,pjordan55@miibeian.gov.cn,YHa,Franc,-149.5,-17.51667,94,77,56
187,Frank,Johnson,fjohnson56@mapy.cz,uDl,Yuan Renminbi,107.18778,36.29718,70,68,96
188,Dennis,Frazier,dfrazier57@amazon.de,PVp,Euro,2.3264,49.0278,61,61,6
189,Annie,Bailey,abailey58@businessinsider.com,UIK,Yuan Renminbi,115.657,23.30143,10,13,59
190,Carlos,Allen,callen59@redcross.org,ZXJ,Zloty,20.82364,49.56848,27,51,25
191,Heather,Davis,hdavis5a@unicef.org,HBV,Euro,20.70983,38.70708,84,34,75
192,Terry,Watkins,twatkins5b@go.com,PqK,Franc,29.9308,-3.4264,28,29,47
193,Carol,Russell,crussell5c@theguardian.com,rop,Quetzal,-90.14306,14.93278,31,68,53
194,Joe,Cunningham,jcunningham5d@census.gov,Nem,Dram,43.90639,40.1775,61,85,15
195,Janice,King,jking5e@last.fm,HrO,Rand,24.08518,-29.62464,19,95,20
196,Antonio,Wood,awood5f@themeforest.net,arH,Dinar,10.75696,35.62231,52,51,5
197,Betty,Castillo,bcastillo5g@pen.io,jDO,Riels,103.9192,12.53878,64,78,52
198,Roy,Nelson,rnelson5h@blinklist.com,EVC,Peso,124.86667,12.53333,69,18,29
199,Eric,Lee,elee5i@ftc.gov,GJA,Peso,123.35,11.63333,66,85,1
200,Samuel,Perry,sperry5j@mail.ru,KiW,Zloty,19.56503,50.2813,51,14,20
201,Wayne,Patterson,wpatterson5k@mapy.cz,fXL,Hryvnia,37.17348,49.69585,95,9,77
202,Shawn,Russell,srussell5l@xrea.com,QSv,Dollar,-74.08251,45.65008,36,92,24
203,Anna,Dixon,adixon5m@dailymotion.com,nUK,Peso,121.18614,16.60938,22,62,47
204,Kevin,Montgomery,kmontgomery5n@lycos.com,YLt,Euro,-9.2833,39,57,94,56
205,Keith,Ortiz,kortiz5o@fda.gov,MBD,Yuan Renminbi,109.05747,28.38168,59,36,70
206,Louise,Garza,lgarza5p@msu.edu,GMr,Yuan Renminbi,121.39976,28.32641,7,68,6
207,Michael,Turner,mturner5q@phoca.cz,yfG,Krona,18.0776,59.5344,57,45,98
208,Matthew,Wells,mwells5r@businessinsider.com,MVB,Kwanza,13.54677,-12.43002,99,51,96
209,Amy,Murphy,amurphy5s@dailymail.co.uk,OwP,Yuan Renminbi,111.13972,22.55778,3,73,18
210,Sara,Gilbert,sgilbert5t@opensource.org,xXt,Manat,50.00616,40.52982,27,29,52
211,Rachel,Graham,rgraham5u@symantec.com,wri,Leu,27.79583,47.20417,23,79,94
212,Julie,Flores,jflores5v@redcross.org,oda,Naira,7.85252,4.84262,94,37,80
213,Ralph,Reed,rreed5w@paypal.com,yFS,Yuan Renminbi,112.83405,41.81087,21,77,79
214,Donald,Stanley,dstanley5x@psu.edu,smM,Euro,-6.24889,53.33306,28,61,9
215,Phyllis,Carter,pcarter5y@google.es,gMF,Ruble,26.43,52.758,2,94,39
216,John,Fernandez,jfernandez5z@dropbox.com,CgE,Ringgit,101.6869,3.139,45,59,61
217,Judy,Mills,jmills60@theglobeandmail.com,ylG,Ruble,38.40785,46.76378,90,35,24
218,Kelly,Gutierrez,kgutierrez61@desdev.cn,ePD,Zloty,17.90325,51.28581,1,28,30
219,Arthur,Sanchez,asanchez62@elegantthemes.com,Ukn,Pound,31.37787,31.0539,75,10,35
220,Irene,Arnold,iarnold63@dmoz.org,OmT,Dollar,-102.98422,49.13337,30,67,74
221,Larry,Hunt,lhunt64@drupal.org,nAx,Hryvnia,24.16265,50.72576,75,55,76
222,Lori,Stanley,lstanley65@sciencedirect.com,Xha,Lempira,-86.8,15.06667,67,14,23
223,Ralph,Foster,rfoster66@live.com,Umz,Rupiah,107.8079,-7.2793,66,47,66
224,George,Reynolds,greynolds67@dyndns.org,pQi,Dollar,-77.0146,38.8933,26,54,94
225,Beverly,Palmer,bpalmer68@nifty.com,pPI,Real,-48.92417,-19.30722,79,37,8
226,Dennis,Cruz,dcruz69@ameblo.jp,DPE,Sol,-77.85,-8.95,6,21,66
227,Stephen,Long,slong6a@google.co.jp,MxZ,Peso,-57.63333,-32.68333,48,87,84
228,Kimberly,Franklin,kfranklin6b@networkadvertising.org,lNx,Kuna,18.15556,45.47833,49,47,43
229,Cheryl,Willis,cwillis6c@tinypic.com,MQf,Kuna,18.65917,45.45194,54,7,44
230,Debra,Thomas,dthomas6d@forbes.com,iLA,Yuan Renminbi,118.8729,32.91473,61,100,68
231,Albert,Cruz,acruz6e@aboutads.info,TVQ,Euro,-7.5389,41.425,19,61,2
232,Laura,Wallace,lwallace6f@youtu.be,xWI,Rupiah,105.8728,-6.5465,62,31,22
233,Julia,Hamilton,jhamilton6g@soundcloud.com,cYm,Yuan Renminbi,118.93692,25.84676,27,25,48
234,Katherine,Gibson,kgibson6h@mozilla.com,abJ,Pula,25.67728,-25.22435,22,90,18
235,Howard,Reed,hreed6i@ehow.com,Vtq,Dinar,9.18169,36.72564,69,92,39
236,Walter,Patterson,wpatterson6j@spiegel.de,rda,Yuan Renminbi,106.76944,39.23333,79,13,14
237,Mildred,Hamilton,mhamilton6k@meetup.com,cIN,Won,129.365,36.03222,50,12,59
238,Jimmy,George,jgeorge6l@dot.gov,pVm,Ruble,41.08655,56.36386,78,32,71
239,Nancy,Sanders,nsanders6m@shareasale.com,Zlw,Litas,21.00667,55.30806,46,68,27
240,Laura,Franklin,lfranklin6n@hatena.ne.jp,Xqb,Yuan Renminbi,118.30842,30.6455,46,50,87
241,Roger,Perry,rperry6o@friendfeed.com,YQL,Rial,44.13333,27.1,93,81,45
242,Edward,Gilbert,egilbert6p@studiopress.com,NdO,Euro,-8.5042,41.9542,50,14,58
243,Billy,Cooper,bcooper6q@vistaprint.com,HMA,Yuan Renminbi,121.28672,31.2069,18,29,52
244,Frances,Martinez,fmartinez6r@bravesites.com,RiP,Dollar,-111.9197,33.3363,82,55,87
245,Billy,Frazier,bfrazier6s@geocities.com,OcK,Peso,124.3305,12.5336,31,46,42
246,Virginia,Sanders,vsanders6t@live.com,WtZ,Peso,124.94306,7.48361,44,15,80
247,Susan,Adams,sadams6u@oaic.gov.au,Vcf,Rupee,74.11701,32.15656,47,44,65
248,Anna,Martinez,amartinez6v@cnet.com,gDR,Peso,123.6013,10.1776,49,28,50
249,Nicole,Morris,nmorris6w@wikipedia.org,lnL,Yuan Renminbi,111.4144,29.02283,28,33,27
250,Anna,Welch,awelch6x@arizona.edu,uqL,Euro,11.3387,44.4938,71,46,6
251,Gregory,Howard,ghoward6y@theatlantic.com,xLl,Yuan Renminbi,104.03056,34.43583,61,59,77
252,Amy,Berry,aberry6z@prweb.com,JNA,Rial,55.02363,25.86698,69,57,71
253,Craig,Larson,clarson70@bizjournals.com,qak,Peso,125.16639,8.84583,23,42,37
254,Annie,Griffin,agriffin71@scribd.com,qXm,Peso,123.84028,8.21917,94,42,14
255,Louis,Cox,lcox72@chicagotribune.com,ubV,Guilder,-68.93354,12.1084,48,32,12
256,Todd,Diaz,tdiaz73@vkontakte.ru,aEJ,Yen,139.02199,37.76354,43,22,38
257,Jesse,Stone,jstone74@lulu.com,TdW,Rupee,67.32978,29.86371,49,86,98
258,Robert,Lopez,rlopez75@cafepress.com,jRW,Euro,3.1338,50.6704,54,3,91
259,Fred,Sullivan,fsullivan76@cdc.gov,NKg,Baht,101.05306,13.84739,44,18,55
260,Benjamin,Johnston,bjohnston77@barnesandnoble.com,lHj,Zloty,16.31663,51.80705,41,54,67
261,Antonio,Evans,aevans78@youku.com,HEA,Baht,101.84547,15.56542,59,98,64
262,Stephen,Cole,scole79@blogspot.com,gXY,Bolivar,-66.04862,5.31718,96,98,44
263,Steve,Young,syoung7a@sphinn.com,ghr,Franc,43.7775,-12.3325,99,39,77
264,Eric,Perry,eperry7b@geocities.com,AHk,Tugrik,99.87556,48.16,40,40,27
265,Judith,Medina,jmedina7c@moonfruit.com,wNG,Rupiah,108.32,-6.32639,93,18,25
266,Deborah,Schmidt,dschmidt7d@theglobeandmail.com,KGP,Ringgit,100.2002,6.4455,26,56,98
267,Christine,Coleman,ccoleman7e@friendfeed.com,YoP,Yuan Renminbi,108.73694,34.82306,74,62,100
268,Ralph,Berry,rberry7f@clickbank.net,XqN,Rupiah,103.49757,0.02107,32,15,18
269,Carol,Sullivan,csullivan7g@google.com.hk,Orq,Pound,36.37273,33.51168,75,41,64
270,Charles,Armstrong,carmstrong7h@gov.uk,FAP,Ruble,37.50511,45.02284,86,1,7
271,Steve,Brooks,sbrooks7i@miitbeian.gov.cn,AHy,Yuan Renminbi,117.81592,29.51932,44,61,83
272,Kathryn,Rodriguez,krodriguez7j@walmart.com,bgX,Ruble,92.572,55.9583,81,21,21
273,Carl,Baker,cbaker7k@cnbc.com,uCb,Hryvnia,30.86071,46.56255,53,32,25
274,Justin,Burton,jburton7l@typepad.com,Nol,Yuan Renminbi,102.91129,24.67652,99,77,64
275,Judith,Wagner,jwagner7m@weibo.com,sgw,Sol,-69.1,-16.5,83,26,11
276,Michael,Lee,mlee7n@nsw.gov.au,iwL,Ruble,59.965,57.91944,12,93,52
